path,split,class_id,sha256,phash64
class_000/IP102_train_000000.jpg,train,0,3519969136622bb5f432a398ab1f0ea44868e0c4a335e32c04dce9de6eb4b874,44c2ef555d6d06c7
class_000/IP102_train_000001.jpg,train,0,487e693c72cc76bee60d2aa1e1f140449e6299f3ebf0a7591ff739227208e528,e4ee3cccb6d8bfc8
class_000/IP102_train_000002.jpg,train,0,0d226300b5160934e7fa6c7879acd31348f55d1f1f99aa413a9bb14dc8e3217f,55994162c68568b2
class_000/IP102_train_000003.jpg,train,0,365a6d6edf3c6f701447b9d664c553a7395b73ec1059a8f4532b7317f7964804,fdbae12ccf5257ef
class_000/IP102_train_000004.jpg,train,0,a3aa188f36e375631f8d1c7c456ad3e03095ded1b122380220c637577493d0c7,75098ed37355ac77
class_000/IP102_train_000005.jpg,train,0,a246c730a27401834dfce418971451f6d2122de25ee0ff6c31ec42f037d256d8,255a3f499051a3e7
class_000/IP102_train_000006.jpg,train,0,93b840f5248835b64416090eda87df21c3263c3b2701154b1d597e41e17c781c,a49fa06dac47b1c1
class_000/IP102_train_000007.jpg,train,0,40d8b658548aa5579038d6711dee1237b1152652f9ad882a8fb10ff5f6f24f12,1aa82046890899be
class_000/IP102_train_000008.jpg,train,0,75cc44f06758aabb67cebb2c8924b837b9f913a678b7d83f40f6662102d86339,985add75d4d55b63
class_000/IP102_train_000009.jpg,train,0,2cb41e9e5f150aa37614fa98657623401663a253c78156065e9dceac158524a1,93a13c4b3a2ea9b6
class_000/IP102_train_000010.jpg,train,0,081bd6a92de498fea94f1fa2e033b834fc3815ff42fb0464bb61ae57fc7f7be0,55fe4fd9129bba07
class_000/IP102_train_000011.jpg,train,0,1bdb1c39ea0cc8c84111412f6aa42d62948f03af252d8e3ff800016198b73c23,93cba2e395c43474
class_000/IP102_train_000012.jpg,train,0,b655099a89e023ca46f113d5b5d4f59e7db5121e4496549713f7de7b55dae17d,0c03c4e6f575fbd6
class_000/IP102_train_000013.jpg,train,0,5a935492f851210506e51e59dd270ed3ae6bb3990ded02300b78f4a9ff355fca,554c6b1cb9e6c8ca
class_000/IP102_train_000014.jpg,train,0,fd4d0d65f81aa5c39ec8a083a2299fb40a422fe23baa6bc055d591a2be562170,abeaef4d2790dcfa
class_000/IP102_train_000015.jpg,train,0,2e7c9479fd1976b50c207fe3ee8b9eb827492167d2f2920b37327f3f39c78fc9,beb6bfbd39d25e94
class_000/IP102_train_000016.jpg,train,0,65acc8bfa1a46d4af6ead0478cac39d101f9cf72939fd8b9fb7de13a5bec0aff,8ead7f1e08e70793
class_000/IP102_train_000017.jpg,train,0,7d1f0a4b6ab93af0059bb185248054ee30f67f261e6c5d12a655ad72c4d631bc,1e7afd28cbc37dbd
class_000/IP102_train_000018.jpg,train,0,523aa14a352fe33aa119e3d0696869fbd840188ef61363aa95b54fd757b1bcaf,06955597a329044e
class_000/IP102_train_000019.jpg,train,0,4d0a19527234de678d17b54fec13eb68676befb6807f86b7a1fc202a07d020c5,2a5a912738c4e3be
class_000/IP102_train_000020.jpg,train,0,d36c9d13ae1f6424e1f04cd600e010e3d953a91c9b97ccd5d3d9daed05273b68,01ebbacaadb52cdd
class_000/IP102_train_000021.jpg,train,0,7113bb5424972101de67ada6a0a8fda7dd518e31d416b73fbff39bf088dd09df,d5e899926e678e56
class_000/IP102_train_000022.jpg,train,0,3682941aa084c5c3fe40216063d8b778c7c6da9bc0b863743049ef725974e016,bbe5d86e4c20cfed
class_000/IP102_train_000023.jpg,train,0,d46b9f5a1f91df2ce28f450853cca036ecc8fea6ee9f3e9d2458b21abe8e165a,3cf5c53a1bbb4e9a
class_000/IP102_train_000024.jpg,train,0,74fdc4033580d73d9aeee83f1a4bd4d8e9d2d6b053ca4101c618033a6f42b87b,359db72c73b354a2
class_000/IP102_train_000025.jpg,train,0,17a7c73dfa10f89002430257b2c6deb9b92d55f5a83ac0cb39e1cfedb39838af,39545589f9efee63
class_000/IP102_train_000026.jpg,train,0,69f3ccf160d902191c3dea2d42e5189a9963ce90c37c9b860ffbb97e2c898e58,63be4079e91627c5
class_000/IP102_train_000027.jpg,train,0,d9e2f6471cdd0c20a418ff00748f141a103861648d56d3d76bad6616aaa566ae,ba3c490bbb1f2ee3
class_000/IP102_train_000028.jpg,train,0,219741dff38b046f30723900a5908e290898bc53fdbfd0c5d2c09f30a087c1e9,047dbc23ec708c66
class_000/IP102_train_000029.jpg,train,0,f7dbe228a901acc0d7044d26a1288ec4507c3539aab7386629b88f2e8a3e1cd0,23c79349de86649f
class_000/IP102_train_000030.jpg,train,0,7d32e6da5b43f1c196dca486ae41e15d0a4fc9a32b8506c56cb21801ad8f76af,0e8fc2319c0b649e
class_000/IP102_train_000031.jpg,train,0,c91abc5db6f35efe30661f16757643d2f1100a47318c9ccdb99fe2a863fdb226,4deddb5600688791
class_000/IP102_train_000032.jpg,train,0,295c9e1302b16b80c7d4e3e5be4017fddb75cd56a19ee38113303909961a3f5f,e462c01ef2e74fc3
class_000/IP102_train_000033.jpg,train,0,457af1418a1a8bcf1ad0c5061291ce1379b9e8e3988cc0a7975e6aa7403d8a1f,fe37361dc4da7b32
class_000/IP102_train_000034.jpg,train,0,01284b6cb45be41cb7c24287cb9a47f5d27ce5c22c8bc727018cde0a9c153c18,163132cace6c1e96
class_000/IP102_train_000035.jpg,train,0,cfc1f9151cd82684e4d2f9fb0e7e875deb88364505640c6e367e879b126ccc0a,18fd889d3bc57aab
class_000/IP102_train_000036.jpg,train,0,5710e57ed0524430ef1053462c456b90b49e8aa019991d11a8c7fed2887b1730,8b49616642924bd9
class_000/IP102_train_000037.jpg,train,0,f5fb2e9be717dd3f549b5185c8a29ec4a42082684cc1971f537c412a7c5f1210,a3d04afa319dac42
class_000/IP102_train_000038.jpg,train,0,26cfa555484e52cd0314212e47d0bd80121aaf13783a381b0f18dd6c878d7565,de9bd42782143293
class_000/IP102_train_000039.jpg,train,0,dd242bc8d93f51f2c06f925f701d1903e5b989719ec26ef59f42e314fd8e1661,9f6823cfd018562f
class_000/IP102_train_000040.jpg,train,0,bd87074c3e596c20c0e2e65dd8899bebe435a800b851517be790aa2a5f1528a7,ade053d18bc2c381
class_000/IP102_train_000041.jpg,train,0,53692df0a99b527c10829ad61fd3a2b81c5692b37697f9b71a1fef959e2028f1,4fc24124a3fe94a5
class_000/IP102_train_000042.jpg,train,0,99c153ffccc6e00d4d8ee1b778f3bff6970415a8de55b1213d893933e23a6b0d,51dfaa6b43f3ea18
class_000/IP102_train_000043.jpg,train,0,b4849397c945ad14f79e1cc2f306305e7262799435aca15c1bd139fd40deb122,972d61b5adfbc52b
class_000/IP102_train_000044.jpg,train,0,e1b75e64f11d33d81788709a9e0928c0027d4bdfb8bad4b64d56646b2e05177a,51856b7d83b5c167
class_000/IP102_train_000045.jpg,train,0,31ff8c27e768d637ea14a64d98801193a409b340e6cf2a0958bc99aa9bc38530,1c77eb17c1aa7b88
class_000/IP102_train_000046.jpg,train,0,07d61406293792cd17f3561161c6e2fbc4a1bf4606d76c7fc1c5c39f3f2e1c80,9b33670ab50c9b74
class_000/IP102_train_000047.jpg,train,0,d225031c646dd24edb7df882eb675c716659e31962a32d50dfe2c71c2176653f,b3d629018f649736
class_000/IP102_train_000048.jpg,train,0,df1a845c7b6857bf29993d9795d4dd8ae5a5632558b2c8429b42ecb1bbad21d2,701fccdccd1293bc
class_000/IP102_train_000049.jpg,train,0,e69ad0083e274ef847bcbe88384f0674b7e89dde500eccd23ca0ec190a798af2,502384e141818310
class_000/IP102_train_000050.jpg,train,0,10a555aa0d420aa4a2605b70676eade45af2ed77dfad5eb167dae6c4ceeb4473,4f327dbb377af85a
class_000/IP102_train_000051.jpg,train,0,f481dfd0b2c8121b1057fad4998680cd679f89c2820c069c6b02fb243731cbf5,c1e116d1f3d002fa
class_000/IP102_train_000052.jpg,train,0,e5333b0cace5862a17cff28721c8d24500729f2bae15e1ded21094bb8c1f3f54,76247e5f301b6ec7
class_000/IP102_train_000053.jpg,train,0,5d2d91a1f8d58e493f0e5bdb25147ddb17180833e91a0b15e459a9b87b0aeaef,1af746459a1d52f2
class_000/IP102_train_000054.jpg,train,0,fc48ee51aefe529fb0f83d1217b28370d894716861507eb08938d340ea22c176,6f208e5e8d9ced5a
class_000/IP102_train_000055.jpg,train,0,c690c822eeef21d4754f6f2caa12cc4ef7548b16ea65c563c660cba413f18958,bcb5cfbd00c3e5a4
class_000/IP102_train_000056.jpg,train,0,39bb7298e80ee0bf5fa2c521b379cc9c62b8a5ce616871a1045ad6627d7dc952,917d4fa72c41b83c
class_000/IP102_train_000057.jpg,train,0,4943fff6448b9a1916efb14519762dc7a27f8e3bf4a8b1a8849ee900ec3eef5e,a6fdc3335dd3d203
class_000/IP102_train_000058.jpg,train,0,cd3a9d45a6a1e01bb659ea991d6f3ba1330425dc69be961a3d20517c41e1ded4,1f90b85f87752a3a
class_000/IP102_train_000059.jpg,train,0,01bd1835c517166d30f5e1d017a4b512c712a17d604ddb39b94f05ecd2774a57,7fa36695f85877d5
class_000/IP102_train_000060.jpg,train,0,509c0ed4a5d52578a41d218f2a973e2927112a595062336b8f42fd60b52e4a95,f5d0fdec4eef8391
class_000/IP102_train_000061.jpg,train,0,df9ff74fe7cabb466ac914d0a47cb3329cc15c5ff8b807302b6916be9a87609f,a03c94021222ed74
class_000/IP102_train_000062.jpg,train,0,85df411c15cc3fa822bdd38582fc9b8531ea9f577af1cea811935f6b7d916b2f,064374b696829b27
class_000/IP102_train_000063.jpg,train,0,d7331d48a99058fa78cdc3d92076ffad1c7ba75269977c859147de968919d727,7f2f43b780281dab
class_000/IP102_train_000064.jpg,train,0,63b09bd357c872d366cc009e90f5551cb26693e23eefecc1ccea7c5c63d782e2,b2a9ed8ffd9864c0
class_000/IP102_train_000065.jpg,train,0,3a793d8fe65f897ef466f31cdc49fabaf3bccd16b8c3188da4800323b72893c3,8cb21ac9bf6f23a6
class_000/IP102_train_000066.jpg,train,0,4eaf9990c4d041289627fe37ece47e95b3827d07a83372b9af1b9404395f21c6,d98c4230e0370c54
class_000/IP102_train_000067.jpg,train,0,a932a199038f4246b0cd080652501e137422d8df005ec6493c01a05a3e8fae70,e4dd0017bf59aac4
class_000/IP102_train_000068.jpg,train,0,acce269de387e35d02d70c314c5932b97cecbdefd9446a804803a024cf46bfa7,1af611499df03d6f
class_000/IP102_train_000069.jpg,train,0,031961bc44d9ccf280f22fae019ea007633a81f5ccf54db903f00418c8552954,0c42c09f38619b97
class_000/IP102_train_000070.jpg,train,0,941523de60b5315851640bfb8197cf6a543dbcf1fb8c9c97cff032b1b8d71f0e,7f50cba23770399a
class_000/IP102_train_000071.jpg,train,0,878b06728753f7bd8e2c6e4569eacff0561a4b276d0937dcd2ec976b760bdb51,909deb9344d0e2ea
class_000/IP102_train_000072.jpg,train,0,ad1b30c53cda8257870bcb4f0c7712ceba0f6b646bbff6ca9833f652cbbfeb4b,a955eecc7c0152a1
class_000/IP102_train_000073.jpg,train,0,4c86e60b9c4dddd4686f95aedf6c08619265461e500d4abd38a746c9764eba1b,2995c87dad4b32bc
class_000/IP102_train_000074.jpg,train,0,682003c1a2f06841fd3e7e432830cc1d0b70bc1b1fb9bbb92b346af63b23fbf8,caebf2fe175e2ed7
class_000/IP102_train_000075.jpg,train,0,b6c7454dd8713fd25bf98ac971bbc5e686ece863967399e4e095107b6e22c292,f122346547800a5b
